----------------Prefab----------------------
undles\UI\UIHelp.prefab   Help:\n1. Mouse Right Move\n2. R Reload Dll\n3. T Transfer Map
埋骨之地
太平盛世
春花秋月
光明之旅
断桥残雪
南屏晚钟
璀璨梦境
永恒结界
巅峰对决
花满楼
星辰之怒
奇迹之光
风暴之怒
永恒之境
烽火狼烟
千山万水
凤凰于飞
吉祥如意
湖光月色
无尽王国
一统山河
星辰坠落
威震天下
春暖花开
破晓之战
龙裔国度
秘境森林
荣耀之路
龙息之境
雷霆万钧
龙翔九天
神谕森林
服务器ID冲突： {serverItems_1[i].ServerId}
减速
物防增加
物防减低
错误的技能配置[WeaponType]_:
精灵列表
内存占用:
延迟: 
数量: 
获得
sign参数拼接:  {sb.ToString()}
sign结算结果:  {sign}
族员
副族长
长老
type: {hideProListConfig.PropertyType}  整数:    {propertyValueMin}    {propertyValueMax}
type: {hideProListConfig.PropertyType}  浮点数:  {propertyValueMin}  {propertyValueMax}
恭喜玩家<color=#B6FF00>{name}</color>洗练出隐藏技能:<color=#FFA313>{skillName}</color>
恭喜玩家<color=#B6FF00>{name}</color>在拾取装备时,意外在装备上发现了隐藏技能:<color=#FFA313>{skillName}</color>
已佩戴该装备！
请到装备界面穿戴宝石！
背包已满
金币不足
钻石不足
道具不足
锁定道具不能出售!
出售完成!
恭喜你获得{itemConfig.ItemUsePar}经验!
恭喜你学习 {ItemConfigCategory.Instance.Get(equipMake.MakeItemID).ItemName}!
恭喜你获得{r2c_roleEquip.OperatePar}经验!
当前使用次数{infoComponent.GetTotalUseTimes(itemConfig.Id)}/{itemConfig.SumUseNum}
防沉迷提示:当前可游玩时间结束,请安心休息吧！将立即退出游戏
道具在宠物身上发生了作用！
施法中断！
激活成功！
请先重置职业!
恭喜你!转职成功
无效的任务ID {taskid[i]}
无效的任务ID {self.RoleTaskList[k].taskID}
副本中不能离开队伍
副本中不能踢人
已申请加入队伍！
停服维护
获得{petSkinConfig.Name}宠物!
恭喜你！竞技场获胜....
并且获得奖励:
收到服务器消息需要传送进竞技场地图....
获取最新的属性...
获取最新的状态222...
所有人都准好好了
请先退出副本！
请先退出摆摊！
次数不足！
{sceneConfig.EnterLv}级开启！
体力不足！
宠物装备数量1： {m2C_PetEquipResponse.RolePetInfo.PetEquipList.Count}
宠物装备数量2： {zoneScene.GetComponent<BagComponent>().GetItemsByLoc(ItemLocType.PetLocEquip).Count}
制作失败!
恭喜你领悟到新的制作技能 {itemConfig.ItemName}
赛季结束奖励
体力消耗异常: {self.DomainZone()}  {userInfoComponent.UserInfo.Name} {numericComponent.GetAsInt(NumericType.CostTiLi)}
清空赛季数据！:{unit.Id}
清空赛季数据！: {unit.DomainZone()}  {unit.Id}  {seasonopenTime} 
赛季开启: {unit.DomainZone()}  {unit.Id}  {seasonOpenTime.KeyId}
初始化当前怪物血量:
射手
waitmove  skillConfig.IfStopMove == 1 {skillConfig.Id} 播放攻击动作
waitmove  skillConfig.IfStopMove == 0 {skillConfig.Id} 切换攻击状态
无效的effectid {effctId}
当前与服务器断开连接，连接错误码为: {message.Error}
注册失败,账号已被注册: {account}
移动寻路返回 {TimeHelper.ServerNow()}
移动停止 {TimeHelper.ServerNow()}
释放打断寻路状态
waitmove  skillConfig.IfStopMove == 1 {skillConfig.Id} 开始继续寻路
message handle {type.Name} 需要继承 IMHandler
消息opcode为0: {messageType.Name}
消息没有处理: {opcode} {message}
sessionDispatcher {type.Name} 需要继承 ISessionDispatcher
报错 {prolist}
寻路| Find 失败 pathfinding ptr is zero
RecastFindNearestPoint fail, 可能是位置配置有问题: sceneName:{self.DomainScene().Name} {pos} {self.Name} {self.GetParent<Unit>().Id} {self.GetParent<Unit>().ConfigId} {self.EndPos.ArrayToString()}
ios支付返回11
payload[内购成功]:
Session断开准备重连.SesszionError.{GetLocalIp()} {args.ErrorCode}！！
用户无可玩时长，此时用户只能退出游戏或切换账号
实名认证失败
tap认证返回： age:{age}  remingtime:{remaintime}
请确认是否登录TapTap！
抖音登录失败！
暴击
闪避
抵抗
免疫
手指向左滑
手指右滑
手指下滑
手指上滑
可收获
天
时
分
秒
收获计时: {showStr}
未开启
收获计时: { JiaYuanHelper.TimeToShow(TimeInfo.Instance.ToDateTime(shouhuoTime).ToString(
东西给你!{name} 不要追着我啦！
切换到前台发现掉线准备重连  {GetLocalIp()}！！
重连请求！！
开始重连！！
重连请求11！！ {self.Relink}
重连请求22！！ {self.Relink}
重连成功！！ {self.Relink}
重连成功_IOS！
重连成功！
重连LoginHelper.Login  {code}！！
重连LoginHelper.GetRealmKey  {code}！！
重连LoginHelper.EnterGame  {code}！！
唤魔之击
唤魔之击.OnMouseDown  {targetId}  target != null   1
唤魔之击.OnMouseDown   {targetId}  target == null  2
唤魔之击.OnMouseDown    {targetId}  target == null  3
唤魔之击.OnMouseDown    {targetId}  target == null  4
附近有领主出现,请问是否进入新地图?
(争霸)
深渊召唤:{colorstr}{monsterCof.MonsterName}</color>
{unitInfoComponent.MasterName }的宠物
{unitInfoComponent.MasterName }的精灵
{monsterConfig.MonsterName} 刷新剩余时间:{showStr}
{stallName}的小跟班
主城禁止挂机喔,已为你自动移除挂机!
体力已经消耗完毕,请确保体力充足喔!
附近未发现怪物
背包已满，已自动一键出售道具!
任务完成!
实装碰撞体:
恭喜你赢得了本场试炼的胜利！
战斗超时，失败
账号异地登录
重新登录
由于您长时间未操作，请重新登录！
消息异常
请重新登录
{args.m2C_OneChallenge.OtherName}向你发起挑战，是否接受?
组队邀请
{args.m2C_TeamInviteResult.TeamPlayerInfo.PlayerName}邀请你组队
<color=#FDFB47>队伍内有人机,副本掉率将降低!</color>\n建议:和其他玩家组队爆率将获得大幅度提升\n
{tip}是否进入副本？
家族邀请
玩家{message.PlayerName}邀请你加入{message.UnionName},是否接受?
争霸赛结束
争霸赛已结束,请及时退出结算奖励!
该地图不支持复活
{unitAttack.GetComponent<UnitInfoComponent>().UnitName} 攻击了你
位置没有改变！
是否立即前往角斗场？
是否立即前往喜从天降？
不在活动时间内！
是否立即前往奔跑大赛？
是否立即前往恶魔活动？
网络错误!
账号已注册!
账号异常!
未找到账号数据,请确认账号是否已经注册
密码错误,请检查重新输入
请求重复
服务器已满,进入排队系统
请先退出副本
请重新登陆！
手机号已经注册过账号
手机号只能绑定一个账号
版本不一致，请重开客户端
角色登录异常,请尝试再次重新登录账号!
该玩家不在主城!
玩家不存在!
发送验证码失败!
验证失败!
账号未注册!
金币不足!
钻石不足!
货币不足!
此道具为绑定道具!
装备传承失败!
已经学习了该技能!
技能冷却中...
技能公共冷却中!
主动技能冷却中!
被动技能冷却中!
技能冷却中!
公共技能冷却中!
当前状态无法释放技能!
僵直状态无法释放技能!
消息未返回无法释放技能!
眩晕状态无法释放技能!
击退状态无法释放技能!
沉默状态无法释放技能!
沉睡状态无法释放技能!
悬浮状态无法释放技能!
魔法值不足!
当前为技能释放状态!
死亡状态无法释放技能!
没有目标!
该场景不能使用药剂道具技能!
当前状态无法移动!
死亡状态无法移动!
僵直状态无法移动!
消息未返回无法移动!
眩晕状态无法移动!
禁锢状态无法移动!
沉睡状态无法移动!
恐惧状态无法移动!
已达修炼上限!
没找到家族!
非法字符串!
角色等级不足!
背包已满!
道具不足!
怒气不足!
拾取等待中!
掉落保护中!
该道具归属其他玩家!
赞助额度不足!
道具今天不能再使用!
鉴定失败!所需鉴定道具不足...
转职失败!请先将角色等级提升至18级
请不要重复进行转职噢
请先实名认证
实名认证失败!
副本参与次数已经最大
世界频道发消息 1分钟1次
制作冷却中!
制作类型不符!
抓捕失败!
发消息太频繁 5秒1次
已经有相同类型的装备
仓库已满
角色名非法!
角色名重复!
当前制造需求熟练度不足!
装备穿戴类型不符!
宝石一旦镶嵌无法卸载!
史诗宝石最多可镶嵌4个!
队伍已满
等级不足
已经有组队了
次数不足
队长才能创建副本
人数不足
队员等级不足
在线时间不足30分钟领取奖励
在线时间不足30分钟无法分享
领取分享奖励需要等级达到10级且在线时间达到30分钟
活跃不足30点不能分享
您目前为未成年人账号，已被纳入防沉迷系统。根据国家新闻出版署《关于进一步严格管理切实防止未成年人沉迷网络游戏的通知》，仅每周五、周六、周日和法定节假日每日20时至21时提供1小时网络游戏服务。您今日游戏剩余时间{0}分钟。
您目前为未成年人账号，已被纳入防沉迷系统。根据国家新闻出版署《关于防止未成年人沉迷网络游戏的通知》，您已超出支付上限，无法继续充值。
您目前为未成年人账号，已被纳入防沉迷系统。根据国家新闻出版署《关于防止未成年人沉迷网络游戏的通知》，本游戏不为未满8周岁的用户提供游戏充值服务。
您目前为未成年人账号，已被纳入防沉迷系统。根据国家新闻出版署《关于防止未成年人沉迷网络游戏的通知》，游戏中8周岁以上未满16周岁的用户，单次充值金额不得超过50元人民币，每月充值金额不得超过200元人民币。
您目前为未成年人账号，已被纳入防沉迷系统。根据国家新闻出版署《关于防止未成年人沉迷网络游戏的通知》，游戏中16周岁以上未满18周岁的用户，单次充值金额不得超过100元人民币，每月充值金额不得超过400元人民币。
您目前为未成年人账号，已被纳入防沉迷系统。根据适龄提示，此时段本游戏将无法为不满12周岁未成年人用户提供任何形式的游戏服务。
您目前为未成年人账号，已被纳入防沉迷系统。根据国家新闻出版署《关于进一步严格管理切实防止未成年人沉迷网络游戏的通知》，仅每周五、周六、周日和法定节假日每日20时至21时提供1小时网络游戏服务。
当前任务奖励已领取
未找到对应关卡
体力不足
请先通关前置关卡
经验不足
普通关卡未通关
挑战关卡未通关
任务点不在此地图，请根据指示前往其他地图。
未达到领取条件
前先完成此类任务
已通关
挑战CD中
1个帐号1天最多能建立8个角色 
注册人数已满 
宠物星级出错
宠物星级失败
宠物进化失败
具有相同技能,无法使用此道具
此道具无法应用于宠物身上
当前携带的宠物数量已达上限
出战宠物不能被融合
出战宠物不能散步
出战宠物不能分解
小于两技能宠物不能锁定技能
该道具只能在宝藏之地使用
该道具只有{0}可以使用
已经存在同名的家族
家族成员人数已达上限
玩家已经有家族了
只能同时研究一个科技
当前没有正在研究的科技
已经竞猜该数字
家族还有其他玩家，族长不能离开！
周卡重复开启
活动已经结束
此道具每日购买次数已达上限
距离上次领取红包在线时间大于30分钟
需要等级大于12级
竞技场今日挑战次数已达上限
已存在竞技场匹配列表中!
当前地图人数已达上限!
同账号只能支持一次!
今日领取赏金次数已满
今日任务次数已满
已经参与过战场活动
拍卖行出售价格过低
此道具无法在拍卖行中进行出售!
出价低于其他玩家!
竞拍已结束!
参数错误!
你已经被禁言!
请到主城坐骑训练师选择自己的骑乘坐骑吧
坐骑未出战
活力不足
帮助副本只能创建比自己等级低10级以上的副本
已经领取过奖励
已经领取过该批奖励
称号未激活
土地已经种植了
家园等级不足
人口已达上限
该作物已达偷取上限
购买后人口超过上限
未成熟或者收获次数用完，请重登尝试
相同账号的角色不能互相推广
序列号不存在
被推广人不存在
被推广次数已达上限
数据异常,请稍后再试
消息异常,请稍后再试
拍卖道具页数已达底部
今日分享次数已达上限,请明日再来
该角色已被禁止登陆
当前上架已达上限
该道具购买今日已达上限
正在回档中，请稍后登陆
前置条件不足！
播放受击特效PlayHitEffect:
技能CD中,不能移动技能
生命值
物理攻击
魔法攻击
物理防御
魔法防御
命中
物理免伤
魔法免伤
移动速度
血量百分比
物攻百分比
魔攻百分比
物防百分比
魔防百分比
格挡值
重击概率
重击附加伤害值
每次普通攻击附加的伤害值
忽视目标防御值
忽视目标魔防值
忽视目标百分比防御值
忽视目标百分比魔防值
吸血概率
法术反击
攻击反击
韧性
初始暴击等级
初始韧性等级
初始命中等级
初始闪避等级
光抗性
暗抗性
火抗性
水抗性
电抗性
野兽攻击抗性
人物攻击抗性
恶魔攻击抗性
经验加成
金币加成
洗炼极品掉落
隐藏属性出现概率
装备上的宝石槽位出现概率
物防
魔防
存在特殊字符
开始加载字11111
开始加载字22222
开始加载屏蔽字33333
本地化语言包有重复项目:
只能存放非绑定的角色装备！
衣服
护符
戒指
饰品
裤子
手套
头盔
项链
万
首饰
剑
刀
法杖
魔法书
布甲
轻甲
重甲
自身的生命值上限,当生命值为0时便意味着自身的挑战失败
伤害基础值,对目标造成伤害的主要属性
物理防御,可以抵扣物理攻击带来的伤害
法术防御,可以抵扣魔法攻击带来的伤害
会额外提升你所有的技能造成的伤害
提升生命和闪避，伤害减免属性
提升攻击，物防和物穿攻速属性
提升技能伤害，魔防和魔穿属性
提升双防，抗暴，战斗回血属性
提升攻速，攻击，冷却缩减属性
本次攻击触发暴击的概率
降低受到魔法类技能的伤害
抵抗对方暴击的概率和抵抗眩晕等控制类技能
攻击有概率使目标的防御降低为0,无视对方防御进行攻击,对怪物触发会额外增加20%的伤害
命中敌人的附加概率，和闪避概率进行抵消
触发重击后额外附加的伤害值
受到敌人攻击闪避本次攻击的概率，可闪避普攻和技能
攻击中降低敌人物理防御值百分比
攻击中降低敌人魔法防御值百分比
受到敌人攻击的伤害后，降低本次受到的伤害
攻击中降低敌人物理防御值固定值
自身在地图中移动的速度
降低释放技能的冷却时间
根据当前的暴击等级换算成暴击概率附加到自身属性
受到魔法技能伤害时,可以躲避本次魔法伤害的概率
根据当前的韧性等级换算成韧性概率附加到自身属性
受到物理技能伤害时,可以躲避本次魔法伤害的概率
根据当前的命中等级换算成命中概率附加到自身属性
受到伤害可以减免对应的伤害值
根据当前的闪避等级换算成闪避概率附加到自身属性
每次攻击额外增加的固定伤害
使用物理攻击目标时额外造成的伤害
可以加快自身普通攻击的攻击频率
使用魔法攻击目标时额外造成的伤害
使用药剂和技能为自身恢复生命值时,可以获得额外恢复的能力
受到物理伤害可以降低自身受到的伤害值
战斗中提升额外的生命恢复
攻击中降低敌人魔法防御值固定值
当幸运达到10点时,你将刀刀发挥最高攻击!
生命
魔法
暴击概率
当此值减去目标的抗暴概率，其上限达到75%便会达到阈值,无法实际增长
抗暴概率
命中概率
闪避概率
当此值减去目标的命中概率，其上限达到75%便会达到阈值,无法实际增长
幸运加成
最小攻击
最小物防
最小魔防
技能伤害
此值上限值为：10点。
暴击等级
韧性等级
命中等级
闪避等级
物理伤害加成
魔法伤害加成
物理伤害减免
魔法伤害减免
此值上限值为：75%
重击附加
攻击穿透
魔法穿透
忽视目标防御
忽视目标魔御
技能冷却缩减
真实伤害
回血值
重击等级
经验收益
金币收益
怪物发现目标距离
冲锋距离加成
攻击强度
法术强度
领主普攻加成
领主技能加成
领主普攻免伤
领主技能免伤
致命一击
重生几率
无视防御
技能零冷却
技能额外伤害
技能闪避
神农
每秒恢复
抵抗减益状态
魔法闪避
专注概率
物理闪避
攻击速度
对怪伤害
玩家普攻减伤
玩家技能减伤
游戏爆率
怪攻增伤
怪技增伤
怪攻减伤
怪技减伤
普通攻击加成
宠物全体魔法攻击
宠物全体攻击
宠物全体防御
宠物全体魔防
宠物全体生命
宠物魔法攻击
宠物攻击
宠物防御
宠物魔防
宠物生命
手镯
黄色插槽
橙色插槽
药剂
触发某个技能ID
随机宠物蛋
随机道具
宠物洗练
鉴定符
<color=#ACFF23FF>此属性可出现的装备部位：\n
全部位
黄色
紫色
白色
任意
任意颜色的
可镶嵌在
孔位
提示:史诗宝石一旦镶嵌将无法卸下身上最多可镶嵌4颗史诗宝石
守护能量
生命能量
可装备在宠物的
槽位
挖宝位置
品质
{canTransf}增幅: {proName} + 
{canTransf}增幅: {proName} + {hide.HideValue}\n
{canTransf}增幅: 
消耗{itemConfig.ItemName}X{iteminfo[1]}兑换{petConfig.PetName}
当前附加 {proName}:
当前附加技能
防御
提升
点
套装效果，附加技能：
隐藏技能：
附魔属性: {ItemViewHelp.GetAttributeName(hideProList.HideID)} + 
附魔属性: {ItemViewHelp.GetAttributeName(hideProList.HideID)} + {hideProList.HideValue}
{canTransf}增幅: {proName} + {hide.HideValue}
\n(同类传承属性只激活一种)
Layer中不存在,请手动添加LayerName
个
1 区
轩辕剑
请提升到相对的等级
请前往 {DungeonConfigCategory.Instance.Get(fubenId).ChapterName}
请手动前往
副本
请前往{fubenname}
正在前往任务目标点
击败{0} {1}/{2} {3}
 (地图:
找 {0} 谈一谈 {1}
等级提升至{0}级 {1}/{2}
击败任意怪物 {0}/{1}
击败任意领主级怪物 {0}/{1}
通关副本{0} {1}/{2}
进行转职{0} {1}/{2}
给予符合要求的道具 {0}/{1}
获得宠物数量 {0}/{1}
制造道具数量 {0}/{1}
装备洗练次数 {0}/{1}
宠物天梯次数 {0}/{1}
兑换金币次数 {0}/{1}
装备回收次数 {0}/{1}
最大强化等级 {0}/{1}
技能宠物 {0}/{1}
宠物探险通关{0} {1}/{2}
消耗金币 {0}/{1}
击杀玩家数量 {0}/{1}
家园等级 {0}/{1}
宠物合成次数 {0}/{1}
拥有宠物数量 {0}/{1}
给予一个宠物 {0}/{1}
使用普通藏宝图 {0}/{1}
使用高级藏宝图 {0}/{1}
封印之塔挑战 {0}/{1}
使用药剂或者合剂次数 {0}/{1}
获得X只新的宠物 {0}/{1}
合成1只战力达到X点的宠物 {0}/{1}
宠物使用宠之晶洗炼宠物次数 {0}/{1}
在孵化系统中孵化成功宠物 {0}/{1}
在孵化系统中孵化指定的宠物蛋成功 {0}/{1}
宠物使用技能书次数 {0}/{1}
宠物天梯战斗胜利次数 {0}/{1}
使用N点品质的鉴定附魔道具给装备附魔 {0}/{1}
使用N点品质的鉴定道具给装备鉴定 {0}/{1}
鉴定装备时出一个大于N条属性的装备 {0}/{1}
洗炼出带有任何隐藏技能的装备 {0}/{1}
洗炼出带有指定属性的装备 {0}/{1}
增幅装备次数 {0}/{1}
试炼之地的输出排行榜进入前 {0}/{1}
宠物天梯进入排行榜前 {0}/{1}
战力排行榜进入前 {0}/{1}
家园烹饪次数 {0}/{1}
家园种地种植次数 {0}/{1}
家园种地收获次数 {0}/{1}
家园牧场饲养次数 {0}/{1}
家园牧场收货次数 {0}/{1}
家园美味品尝次数 {0}/{1}
加入家族 {0}/{1}
击败挑战级的 {0} {1}/{2}
击败地狱级的 {0} {1}/{2}
通关挑战级-{0}副本 {1}/{2}
通关地狱级-{0}副本 {1}/{2}
击败挑战级任意怪物{0}/{1}
击败地狱级任意怪物{0}/{1}
击败挑战级任意领主怪物{0}/{1}
战力提升至{0}/{1}
通关试练塔{0}/{1}
挑战深渊模式的副本 {0}/{1}
组队副本伤害值 {0}/{1}
矿场占领次数 {0}/{1}
击败地狱级任意领主怪物{0}/{1}
寻找道具{0} {1}/{2}
请前往主城!
骰子点数是:
操作错误！！
最低攻击
最高攻击
最低防御
最高防御
最低魔防
最高魔防
大众
优秀
百里挑一
千载难逢
万众瞩目
服务器维护中！
当前等级：{numericComponent.GetAsInt(NumericType.Now_Lv).ToString()}
魔御
韧性概率
当前土地有植物！
已经学习过该食谱！
家园资金不足！
学习食谱
是否消耗{needcost}家园资金学习该食谱?
背包空间不足！
恭喜你学会制作 {itemConfig.ItemName}
道具数量不足！
增加属性： 
品尝{need_time_0}次开启
品尝{need_time_1}次开启
品尝{need_time_2}次开启
请选择返回主城或自己家园？
返回家园
{response.MasterName}的家园
附近没有可收获的道具！
是否花费 {consttip} 开启一块土地
是否移除农作物?
剩余 {mysteryItemInfo.ItemNumber}件
家园{mysteryConfig.JiaYuanLv}级开启
请等待下次商店刷新
剩余 {self.MysteryItemInfo.ItemNumber}件
刷新倒计时: {TimeHelper.ShowLeftTime(cdTime * 1000)}
可种植地数量:{self.Lands.Count}/{jiaYuanComponent.PlanOpenList_7.Count}
空地数量不足！
人口：{jiaYuanPastureConfig.PeopleNum}
{hour}小时
购买{mysteryConfig.Name}成功
家园{jiaYuanPastureConfig.BuyJiaYuanLv}级开启
家园{myJiaYuanPastureConfig.BuyJiaYuanLv}级开启
经验收益: {addExp}/小时
宠物增加 {response.MoodAdd}心情值
等级不足！
10级开启！
20级开启！
20级家园开启
等级：{rolePetInfo.PetLv}
已经散步:{TimeHelper.ShowLeftTime(walkTime)}
/小时
当前阶段: {JiaYuanHelper.GetPlanStageName(stage)}
下一阶段: {  JiaYuanHelper.TimeToShow(TimeInfo.Instance.ToDateTime(nextTime).ToString(
预计收获: { JiaYuanHelper.TimeToShow( TimeInfo.Instance.ToDateTime(shouhuoTime).ToString(
{gatherTime} {m2C_JiaYuanWatch.JiaYuanRecord[i].PlayerName}收获一次 \n
今日次数不足!
家园资金不足!
家园刷新
是否花费{needzijin}家园资金刷新
道具不足！
已过期
剩余时间:
资金:
{time} 玩家<color=#9CA606>{jiaYuanRecord.PlayerName}</color>
 来到你的家园逛了一圈。
 在你的家园拾取了<color=#9CA606> {JiaYuanFarmConfigCategory.Instance.Get(jiaYuanRecord.OperateId).Name}</color>
 在你的家园拾取了<color=#9CA606> {JiaYuanPastureConfigCategory.Instance.Get(jiaYuanRecord.OperateId).Name}</color>
 在你的家园清理了<color=#9CA606> {MonsterConfigCategory.Instance.Get(jiaYuanRecord.OperateId).MonsterName}</color>
购买格子
是否花费{UICommonHelper.GetNeedItemDesc(costitems)}购买一个背包格子?
兑换次数不足！
金币不足！
的家园
等级:
提示:经验产出
/小时,预计
小时后可升级家园
兑换次数:10/{numericComponent.GetAsInt(NumericType.JiaYuanExchangeZiJin)}
兑换次数:10/{numericComponent.GetAsInt(NumericType.JiaYuanExchangeExp)}
采摘:{numericComponent.GetAsInt(NumericType.JiaYuanGatherOther)}/5\r\n打扫:{numericComponent.GetAsInt(NumericType.JiaYuanPickOther)}/5
已经在当前房间中！
开启仓库
是否消耗{UICommonHelper.GetNeedItemDesc(costItems)}开启一个仓库
获得道具: {UICommonHelper.GetNeedItemDesc(dataparams)}
剑类
刀类
弓箭
转职
是否转职为：{occupationTwoConfig.OccupationName}
不能重复转职!
请先选择一个职业！
重置职业不能和当前职业一样！
请先把装备全部卸到背包中！
<color=#BEFF34>提示：重置后装备不会跟随转职进行调整，需要重新制作对应护甲类型的装备</color>\n<color=#FFFFFF>是否花费{costitem}重置技能点?</color>
专精
挑战失败
挑战胜利
已通关！
竞技场第一
恭喜你获得竞技场第1名,奖励内容8点发送至邮箱
剩余人数： {message.LeftPlayer}
倒计时: 
自身已战胜
个玩家
当前召唤人口:{BattleHelper.GetSummonNumber(response.BattleSummonList)}/{int.Parse(GlobalValueConfigCategory.Instance.Get(91).Value)}
人口不足！
召唤{battleSummonConfig.ItemName}成功!
战场招募
是否消耗{self.CostGold}金币召唤{self.BattleSummonConfig.ItemName}?
{self.CostGold}金币
免费召唤
召唤魔物
免费:{showStr}
请选择道具！
单次购买数量最多为100
进度值
任务还没有完成！
已经领取过奖励！
新关卡开启！
挑战等级:
{0}秒后退出副本
返回出生点
不支持复活
{self.LeftTime}秒后可返回主城！
{self.LeftTime}秒后可返回出生点！
进入等级:
普通模式通关副本
请先通关普通模式副本！
挑战模式通关副本
请先通关挑战模式副本！
冒险进度
选择剩余时间:{0}秒
周卡用户才能开启！
体力不足!
阵营胜利奖励
{rankRewardConfigs[i].NeedPoint[0]}~{rankRewardConfigs[i].NeedPoint[1]}积分奖励
准备倒计时 {readyTime / 60}:{readyTime % 60}
活动结束倒计时 {endTime / 60}:{endTime % 60}
第{i + 1}名 {response.RankList[i].PlayerName}
第{i + 1}名 {message.RankList[i].PlayerName}
刷新时间:{showStr}
已刷新
神秘之门倒计时 {endTime / 60}:{endTime % 60}
神秘之门还剩{endTime % 60}秒，活动结束将强制离开地图哦。
可以进行移动
金币消耗:{globalValueConfig1.Value2}
钻石消耗:{globalValueConfig2.Value2}
移动次数: {5 -useTimes}/5
神秘之门
是否消耗{globalValueConfig.Value2}金币?
是否消耗{globalValueConfig.Value2}钻石?
{openlv}级解锁
{openLv}级开启
激活等级:{openLv[0]}级
激活等级:{openLv[1]}级
激活等级:{openLv[2]}级
第{ChapterIndex}章 第{levelIndex+1}关
第{levelIndex + 1}关
战斗状态不能传送地图!
下次道具刷新: {minute}:{second}
活动结束还剩{endTime % 60}秒，活动结束将强制离开地图哦。
奔跑准备时间 {readyTime / 60}:{readyTime % 60}
下次变身时间:  {leftTime / 60}:{leftTime % 60}
下次变身时间:  {message.NextTransforTime - TimeHelper.ServerNow()}
第{i + 1}名 {rankingInfo.PlayerName}  还剩:{rankingInfo.Combat * 0.01}
第{i + 1}名 {rankingInfo.PlayerName}  时间:{showTime}
请先创建或加入副本队伍
级
{sceneConfig.PlayerLimit}-3人
需要道具{ItemConfigCategory.Instance.Get(ComHelp.ShenYuanCostId).ItemName}！
帮助副本次数已尽，开启副本会消耗正常次数
{teamPlayerInfo.PlayerLv}级
进入条件: {teamDungeonConfig.EnterLv}级
(帮助模式)
(深渊模式)
推荐等级： {teamDungeonConfig.TuiJianLv[0]}-{teamDungeonConfig.TuiJianLv[1]}级
已经有队伍了
副本次数：{totalTimes - times}/{totalTimes}
帮助次数：{totalTimes - times}/{totalTimes}
冷却中
是否离开队伍
是否离开队伍？
没有副本队伍
 副本:{SceneConfigCategory.Instance.Get(teamInfo.SceneId).Name}开启冒险,现邀请你的加入！<color=#B5FF28>点击申请加入</color> <link=team_{teamInfo.TeamId}_{teamInfo.SceneId}_{teamInfo.FubenType}_{teamInfo.PlayerList[0].PlayerLv}></link>
已发送！
喊话过于频繁！
帮助副本次数已尽，继续则消耗正常次数
倒计时:{i}
请先退出当前副本！
{haverefuse} 不同意进入副本
选择剩余时间:{leftTime}秒
周卡用户才能开启喔！
副本奖励
由于您背包已满通关宝箱的奖励已经自动发放进您的邮箱中,请注意查收
请在右侧领取自己的战利品哦!
等级：{teamPlayerInfo.PlayerLv}
伤害：{teamPlayerInfo.Damage}
拾取剩余:{timeStr}秒
建议等级达到{jianyiLevel[0]}级后进行挑战
建议等级达到{jianyiLevel[1]}级后进行挑战
建议等级达到{jianyiLevel[2]}级后进行挑战
{jianyiLevel[self.FubenDifficulty - 1]}级进入！
你当前成功完成挑战{towerConfig.CengNum}波,获得奖励如下:
战斗未结束，是否领取奖励？
挑战之地：
购买最多100个！
今日已经达到塔顶,请明天再来挑战哦!
钻石数量不够
凭证数量不够
是否花费350钻石去到第{(self.Finished + diceResult) / 10 * 10}层
已经通关塔顶，请明日再来挑战!
该层boss并未击败，请击败本次boss再继续挑战!!!
第{cengNum}层
请清理一下背包！
已通关该关卡！
请激活前置关卡！
等级: {monsterConfig.Lv}
生命: {monsterConfig.Hp}
伤害总值:{ self.HurtValue}\n伤害秒值:{(int)((float)self.HurtValue / self.FightTime)}
已经通关了该关卡！
是否重新开始挑战,开始后倒计时和怪物生命将自动初始化
未能在60秒内击败怪物,请点击重新挑战
倒计时 {leftTime - 1}
奖励发放时间: {TimeHelper.ShowLeftTime(leftTime)}
我的排名: {myRank}
 {rankingInfo.FubenId%20000}层({rankingInfo.Hurt}/秒)
10级才能领取！
未达到领取条件！
今天的奖励已领取
货币不足！
{activityConfig.Par_1}级礼包
{activityConfig.Par_1}级开启
冒险家积分不足！
当前奖励已领取！
不满足领取条件
已领完全部奖励！
当日奖励已领取！
第{index}天
单笔充值{key}元
背包空间不足
未达条件
已经领取
已经购买过该礼包！
当前额度：{selfRechage}/298
背包已满！
{activityConfig.Par_1}级
请先开启月卡！
当天奖励已领取！
是否领取?\n领取后会有体力溢出!
月卡开启成功
开启月卡
是否花费{cost}钻石开启月卡?
已抽取
消耗幸运卷轴:{bagComponent.GetItemNumber(ActivityConfigHelper.Chou2CostItem)}/1
道具数量不足
已经抽完
未达刷新条件
所需道具不足
抽奖次数：{UnitHelper.GetMyUnitFromZoneScene(self.ZoneScene()).GetComponent<NumericComponent>().GetAsInt(NumericType.V1ChouKaNumber)}
今日抽奖次数x{key}
前置条件不足
{UnitHelper.GetMyUnitFromZoneScene(self.ZoneScene()).GetComponent<NumericComponent>().GetAsLong(NumericType.V1DayCostDiamond)}钻石
{self.Key}钻石
未达到条件
拥有数量：{havedNum}
请选择用于兑换的字
该字数量不足
没有完整的一套字
饱食度：{activityV1Info.BaoShiDu}
